Gene	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80	sample81	sample82	sample83	sample84	sample85	sample86	sample87	sample88	sample89	sample90	sample91	sample92	sample93	sample94	sample95	sample96	sample97	sample98	sample99	sample100	sample101	sample102	sample103	sample104	sample105	sample106	sample107	sample108	sample109	sample110	sample111	sample112	sample113	sample114	sample115	sample116	sample117	sample118	sample119	sample120	sample121	sample122	sample123	sample124	sample125	sample126	sample127	sample128	sample129	sample130	sample131	sample132	sample133	sample134	sample135	sample136	sample137	sample138	sample139	sample140	sample141	sample142	sample143	sample144	sample145	sample146	sample147	sample148	sample149	sample150	sample151	sample152	sample153	sample154	sample155	sample156	sample157	sample158	sample159	sample160	sample161	sample162	sample163	sample164	sample165	sample166	sample167	sample168	sample169	sample170	sample171	sample172	sample173	sample174	sample175	sample176	sample177	sample178	sample179	sample180	sample181	sample182	sample183	sample184	sample185	sample186	sample187	sample188	sample189	sample190	sample191	sample192	sample193	sample194	sample195	sample196	sample197	sample198	sample199	sample200	sample201	sample202	sample203	sample204	sample205	sample206	sample207	sample208	sample209	sample210	sample211	sample212	sample213	sample214	sample215	sample216	sample217	sample218	sample219	sample220	sample221	sample222	sample223	sample224	sample225	sample226	sample227	sample228	sample229	sample230	sample231	sample232	sample233	sample234	sample235	sample236	sample237	sample238	sample239	sample240	sample241	sample242	sample243	sample244	sample245	sample246	sample247	sample248	sample249	sample250	sample251	sample252	sample253	sample254	sample255	sample256	sample257	sample258	sample259	sample260	sample261	sample262	sample263	sample264	sample265	sample266	sample267	sample268	sample269	sample270	sample271	sample272	sample273	sample274	sample275	sample276	sample277	sample278	sample279	sample280	sample281	sample282	sample283	sample284	sample285	sample286	sample287	sample288	sample289	sample290	sample291	sample292	sample293	sample294	sample295	sample296	sample297	sample298	sample299	sample300	sample301	sample302	sample303	sample304	sample305	sample306	sample307	sample308	sample309	sample310	sample311	sample312	sample313	sample314	sample315	sample316	sample317	sample318	sample319	sample320	sample321	sample322	sample323	sample324	sample325	sample326	sample327	sample328	sample329	sample330	sample331	sample332	sample333	sample334	sample335	sample336	sample337	sample338	sample339	sample340	sample341	sample342	sample343	sample344	sample345	sample346	sample347	sample348	sample349	sample350	sample351	sample352	sample353	sample354	sample355	sample356	sample357	sample358	sample359	sample360	sample361	sample362	sample363	sample364	sample365	sample366	sample367	sample368	sample369	sample370	sample371	sample372	sample373	sample374	sample375	sample376	sample377	sample378	sample379	sample380	sample381	sample382	sample383	sample384	sample385	sample386	sample387	sample388	sample389	sample390	sample391	sample392	sample393	sample394	sample395	sample396	sample397	sample398	sample399	sample400	sample401	sample402	sample403	sample404	sample405	sample406	sample407	sample408	sample409	sample410	sample411	sample412	sample413	sample414	sample415	sample416	sample417	sample418	sample419	sample420	sample421	sample422	sample423	sample424	sample425	sample426	sample427	sample428	sample429	sample430	sample431	sample432	sample433	sample434	sample435	sample436	sample437	sample438	sample439	sample440	sample441	sample442	sample443	sample444	sample445	sample446	sample447	sample448	sample449	sample450	sample451	sample452	sample453	sample454	sample455	sample456	sample457	sample458	sample459	sample460	sample461	sample462	sample463	sample464	sample465	sample466	sample467	sample468	sample469	sample470	sample471	sample472	sample473	sample474	sample475	sample476	sample477	sample478	sample479	sample480	sample481	sample482	sample483	sample484	sample485	sample486	sample487	sample488	sample489	sample490	sample491	sample492	sample493	sample494	sample495	sample496	sample497	sample498	sample499	sample500
Gene1	7.277892592	7.131781215	4.739206133	3.293924424	5.519652169	7.263166037	5.507586848	5.066371735	3.105384566	5.187096381	4.610277326	6.677740442	3.870120455	6.216255465	7.180353523	7.006348265	6.319600889	3.763384396	6.231022476	3.864253302	3.936223838	3.844147539	3.718845202	6.422735468	8.629910319	5.696298119	3.482791797	5.7329461	4.862923453	8.500176891	6.527510141	6.263863482	5.06043906	5.380410204	6.241388477	2.986406437	4.273195777	1.942675406	4.466806411	7.587724326	6.393079635	6.792316623	5.370025473	4.592573282	6.584867611	7.251044666	7.355797485	5.165562041	5.945531934	5.473684266	7.702544639	2.790409467	5.569314549	6.992349537	6.32538457	6.522754971	5.754416791	6.966843934	4.796496978	5.02395322	6.711596469	7.516765264	8.592912947	6.132230592	3.996214934	6.196434452	7.743217794	4.971662374	8.844487992	6.957013708	7.255345192	7.157944895	5.033879058	6.03072443	5.795566357	6.495601574	5.968125493	1.751921768	6.222310797	6.244467297	4.680721165	6.835619855	4.199257607	3.509344496	6.069354811	5.855748217	4.147587176	6.296123921	6.466407053	6.754793475	7.435445879	4.485133381	5.741207072	6.823478022	5.476004908	5.819418703	5.58332659	6.584541057	6.314521313	5.171432634	5.313212034	7.471146001	4.594914559	7.322273383	4.358438642	4.628246613	3.40117869	7.231690116	4.853874253	8.212081773	5.294629842	4.926409354	4.800342863	4.912204837	3.231584522	0.463314242	7.031697358	3.441046891	6.355077001	3.77674112	6.194350063	6.600361729	5.834322198	5.770856165	6.444697127	8.419776249	4.514269808	5.636214925	2.714303842	2.615298593	3.671936317	5.849529383	4.930621937	5.643375835	4.750239464	5.148003572	3.517161381	3.587058821	8.090780035	6.054589466	3.560576279	5.788823955	6.542791878	1.066753245	6.266070303	4.237999766	7.121064748	6.334965638	5.600173068	3.444446459	4.120542983	7.38175155	8.386144063	6.606174931	5.461640895	4.243513297	4.249954298	5.259002184	3.397786769	5.57576061	4.067130345	6.182779078	5.740370718	7.672936791	6.369319613	3.198568694	2.428014417	1.835160777	4.574533781	4.965922073	6.674893422	5.433057457	3.606871343	4.952262439	2.812045507	5.971342635	5.49516065	7.429516047	7.71851513	7.54509418	6.076308471	7.133902454	6.219496846	7.03085211	5.895505332	4.140718723	5.207396697	2.822204914	3.195797273	6.176719695	7.746747274	5.440636749	7.206792657	6.474214916	4.119617635	5.296447505	6.673145103	7.588488978	4.234746094	2.907414972	7.363967505	4.676615403	1.681664946	3.492470769	5.912567117	3.764691689	3.856921229	2.160689116	7.086965988	3.840051599	3.471045729	5.951745619	4.11396141	7.306363016	6.180822163	2.706539822	6.900636623	5.456305578	5.265194981	6.167918268	5.660040311	2.274356432	5.207831376	3.920765203	4.950434145	7.448491128	6.007786623	5.111976231	2.04173032	7.489610532	5.771890034	5.944997107	5.527158239	7.038690121	2.734999323	5.583747302	4.306105839	4.355983242	2.583577146	4.427676704	7.121216702	5.868796561	7.487234031	6.257260802	3.996066875	3.677089652	7.28078531	3.956858662	3.290553438	3.331700493	7.069475045	3.519990402	6.373214539	6.040561961	6.993499433	5.894350491	7.439968686	6.229436743	7.857214499	5.33122314	0.797589368	6.356770461	5.067508596	6.166764843	7.154064556	7.330096725	6.593697312	6.576808328	5.948257093	4.704094891	4.870196529	2.081700547	3.566751533	6.877691345	3.902118235	2.827922247	5.878430728	1.799997459	2.850157115	7.402007896	7.493842719	2.140405654	5.514937655	0.746560696	7.494126561	3.376169089	3.064045078	3.903267477	2.808189988	2.814123255	3.126953156	1.258574497	3.61356569	3.23472122	6.658962207	5.006554928	2.991889272	4.427695089	5.612277578	4.917629687	5.887865339	5.501224699	3.556150232	7.025022377	4.506926313	4.141960542	7.126569411	5.981308139	7.193133497	2.276665658	5.147284816	7.090397762	7.741140278	6.941510743	3.992528746	6.379938454	7.626364849	5.756833211	6.567189987	6.895821696	5.133444729	7.691889083	7.35952299	2.426795957	2.904534815	6.137221308	7.193282937	5.19406906	5.449015052	3.944016382	5.012399909	5.783029582	2.630179841	5.919525965	5.614673036	4.860319198	5.562487451	3.660978367	7.151520234	2.094420154	5.825930727	4.023767419	6.476483308	6.436332593	8.261674159	4.909940014	4.771189447	5.985390227	6.412940243	5.084692146	3.298029736	2.145250042	4.843245289	4.517230577	7.595719119	4.988776183	3.995858339	2.647548674	4.718049669	3.781159697	2.490546784	8.683162671	4.698033735	5.526131795	5.313018604	2.468622649	6.804549121	5.328724922	4.925341646	2.16926802	2.082777626	6.298222939	5.523142778	6.150753645	3.63928024	8.599154865	4.110127898	5.378351582	5.913038238	6.331278874	5.13791605	6.933581036	4.522692198	3.851020229	7.483525664	5.185511951	5.689935726	6.032830254	5.897332214	8.226470472	7.100905638	4.33542904	5.998711046	3.393163259	6.844124124	3.863340879	4.468296489	4.461920663	5.283302402	1.631435525	3.334179558	5.025493912	3.399867716	5.175830087	4.900075531	6.064610403	4.093968836	4.855936195	6.643121829	7.161117742	3.958564183	4.282954891	3.838275242	6.5338602	6.465609421	9.212905747	5.855269862	7.262557453	5.470314926	6.256547721	6.667829712	3.827354749	4.410161688	5.489608306	4.57316045	1.41646349	6.710913103	3.417626056	4.505109248	4.410293633	6.668865966	4.295657428	5.438402285	6.590998891	6.168801083	4.581199478	6.651266278	5.509156636	7.605445622	2.498657312	6.392245597	1.497043239	5.391444137	5.561801258	5.937345428	3.939521737	4.587527906	2.853740199	7.102880729	6.954608488	3.973189231	1.504031372	6.706647357	6.816234294	0.533120725	5.863745774	4.707179857	4.502609298	1.993072776	5.801402972	5.011380173	6.652565404	6.407589704	4.989877624	6.967415054	5.600972309	4.639027227	1.204335957	5.293251008	7.117142886	3.426950645	3.724164182	5.069296816	5.771164568	5.36041635	3.599013327	5.426109222	5.307507649	6.164268153	5.895821898	-0.812163784	4.191476942	4.153628591	5.840462935	4.004978338	0.685529865	3.307966953	3.337293509	4.751954148	6.011766087	5.874853256	5.663061551	5.828522587	6.922807024	7.405691883	7.384153126	6.871190435	7.375502073	4.388526473	6.699063597
Gene2	-0.749986321	0.486092578	0.440564831	-0.967294794	-0.022983214	-1.51165581	-2.140392067	1.261334619	-3.009048878	-0.747593098	-1.922739194	-1.051412273	1.720071664	0.056636363	-0.281586666	-2.763468721	-0.675189789	1.984595906	1.029848925	-0.235549851	-0.647803511	0.862146843	0.727533315	-1.962878391	-0.180155196	-2.368775966	-2.52616754	-0.50320678	1.368430006	-3.299704302	-0.052185398	-1.148434265	-0.750630755	-2.904445181	-1.425387745	-2.94768833	0.131908961	-0.304468981	-1.396257836	-1.068576688	1.728467886	-1.057553265	-1.65611017	-0.766969156	-0.70984185	0.12176607	-2.418702827	-2.024388492	-1.162347583	-0.124382173	-0.627958362	-1.792182486	0.404150454	-0.520545206	1.200303451	-2.258177826	-2.428395321	-1.522092089	1.835590885	0.635050485	-2.281925688	2.209443116	0.400376494	-0.021256164	-2.854728832	-2.017537916	-0.269267283	0.436748072	-0.625858168	-0.291428949	-0.838062212	-0.780728953	-3.406418639	-0.100339042	-1.529833546	-0.445262548	-1.350826048	-0.673833828	-1.68681837	-2.687031544	-0.430858785	-1.418892548	0.313412202	-1.351943474	-2.746716545	-1.877246104	-4.056080117	0.163474748	-3.383871515	-0.342481558	-1.356883896	-0.159805403	-0.061308291	-1.512238098	-3.027832348	-4.446997023	-3.312092323	-1.161283358	1.016741898	-2.455866608	-3.464736936	-2.050834194	0.493057111	-2.798488279	-0.480915442	-1.692324376	-0.070213122	-1.063933115	2.695667828	-1.287201579	-3.657708788	-1.072618433	-1.452502922	-0.957534536	-1.832553393	-2.916526923	-0.802261365	1.120076633	0.11292258	-1.125065612	-0.080958528	-0.857099076	0.099243346	1.721032068	0.476342338	-3.002849011	-0.605992124	-0.330728708	-1.061230639	0.862405257	-0.399133767	-0.258871638	-1.346141866	-0.832965172	-4.197535438	1.562580395	-1.580414142	-2.452786636	-1.515116229	0.395795761	-0.769469279	-0.954172351	0.160843653	-2.140736485	-0.732261987	-1.938367851	-0.9416923	-0.67932484	-0.677090292	-2.521762783	-1.297092265	-3.174164637	-1.763199965	-1.213799087	-1.116056489	-2.368756129	-1.529644358	-0.341936997	-1.397390316	-1.986589923	-1.157249237	0.871474957	-2.20103969	2.365025815	-1.195293526	-1.97070012	-1.96943443	0.167016615	4.58851977	-2.790011932	-1.901054172	-3.714149078	-0.348874372	2.913894914	0.074488735	-1.005342496	-1.894713679	-3.14705608	0.426424515	0.224109298	-3.604701217	0.940596491	-0.165777394	1.13804375	-2.064641308	-1.966362498	-1.80388251	-1.36482991	-2.420020411	-0.045762459	0.088392455	-1.279122538	-2.058175659	-1.87112157	1.349467397	-0.230072886	-3.510448011	0.458522399	0.698021292	-1.849396092	-0.305323904	-4.381771509	-1.738966503	-1.472250749	0.32865874	-2.296879832	-1.367825599	-0.387355609	0.126579773	0.889403226	-1.146824805	-1.601950158	-0.400411629	-1.435815791	1.840771446	-0.664728561	-3.01644041	-0.899012987	-2.411960104	-0.668586229	-2.956178361	-0.901728513	2.777847393	-1.619126341	-3.787922886	1.560595187	-0.97420034	-0.737909463	1.468314046	1.564005221	-1.642217474	-2.364817488	-1.459969104	3.452569834	-3.432399936	1.25366327	-4.568705694	-3.581053425	0.456339139	-1.794543365	0.941769953	-2.485602399	-0.69837867	3.418020447	1.701020579	-0.985903183	-3.221862105	-0.287275186	0.789980565	-0.254240463	-2.010572124	-0.862935913	-2.3870249	0.696585989	-2.060201777	1.582226397	-1.233078026	-1.725154872	-2.71020752	-0.757253179	-1.078404907	2.207014031	-1.980816188	-0.939473919	0.943817244	-1.175558326	-1.218233056	-0.866858807	-0.649352618	0.670029213	-0.920368761	-2.723246979	-1.548620655	0.946259229	2.044607368	-1.28267906	0.623064288	1.358858514	2.107944043	-1.677683449	-0.847888386	-0.418758496	-2.488524922	-1.804725565	-1.093093346	-1.161855276	-3.587473323	-2.005438562	-1.6427197	0.978093954	2.645792808	0.132449809	-3.280497207	-0.007528914	-2.119732621	1.489086796	-1.727216942	-1.80532533	3.018791435	-0.847534901	-1.7390964	-0.921152932	-0.202449468	-2.682386965	0.812407673	1.330871707	0.563342514	1.283596256	0.114472518	-1.236874677	-1.427514107	1.392991625	-1.065164749	-2.807523153	-0.912607362	-1.381253104	-1.501935027	-1.691831601	0.240065443	-0.328472662	-3.555814448	2.107386119	-0.56219073	-1.379604928	-1.634818258	-0.62783881	0.405799319	-2.798953867	-1.771491698	-1.078110646	0.40350882	-2.0493871	2.271403671	-2.782768991	-1.557337566	-1.796628702	-3.351135977	1.422690877	-2.174327714	-1.767991063	-0.030910497	-2.077975908	-1.139535295	-0.634602773	2.531266844	-0.661312945	-1.358404206	-1.069229609	3.578323304	-1.318761921	-2.368390019	1.808552461	2.842886214	2.47620613	1.941866949	-0.334170167	0.226724104	-0.879890123	0.05092865	-0.562612519	0.727380536	3.690492794	-0.192431377	-1.612035423	0.188726592	-1.045925903	1.143968261	-1.340584672	-3.45322897	1.426589729	-2.489751501	-0.128167137	0.10395013	-0.596004413	1.975256232	-3.06017269	-1.226402315	-4.453637137	-2.838659363	0.779824349	0.44926361	-2.147300974	2.558921328	-2.362341134	-2.760050312	0.54253659	-2.846488027	-1.246664919	1.919481303	-2.05400123	1.191249345	-2.460353574	0.893291559	1.727284054	-1.56304341	-0.626123157	-2.28614865	1.697424696	-0.826179133	-2.284115487	0.476850667	-0.015222847	1.908270656	1.738431229	-2.036213702	-3.876431828	-0.405692967	3.152359626	1.012307134	4.012580336	2.846489388	-1.651131165	-2.87258069	-1.622356043	-2.084679528	-0.509529187	-2.527309718	0.383991291	-2.220342316	-1.937362764	-2.322635646	-0.331537723	-0.210149906	-3.858055826	3.212360938	-1.143356393	-3.561147172	-0.436737071	0.03292075	-0.508180841	-1.516057001	-2.00854356	-1.753480596	-3.025473243	-1.307884663	0.429794529	3.058041623	-0.801561601	0.133763936	-3.348898468	0.522666193	0.452134852	2.891272318	1.383383147	-3.332103877	1.523561149	-0.980779215	2.000252467	-3.418858923	0.184225043	-1.007404477	-2.926974121	-1.233985864	-0.069688731	-1.766915395	-1.247666107	-2.940991452	-0.612511079	-1.504574027	-2.591532151	-1.138797935	2.059008862	-0.506856093	-1.858536904	1.203047801	-0.4781432	1.975830841	1.148369088	-2.533638076	-1.679790779	-1.816871204	-0.383474908	-0.350436633	-3.865285225	-4.197153733	-0.60875537	-0.788764258	-3.197233353	1.951642296	-1.629748771	1.433957154	1.3340529	0.699512488	1.919581675	-1.721225481	0.041161971	-1.802134996	1.038675379	0.048818034	1.488226487	0.979447426	-2.660671132	-1.838628064	-1.502196352	1.68832333	0.043803323	-1.405277479	0.219939615	-2.454146158	0.663983949
Gene3	1.607443978	1.89183677	2.371212104	1.705601189	2.30635606	1.876922326	2.095501532	2.531499294	2.258681407	2.84666909	3.628554773	-0.052138334	3.257758289	2.349314626	1.238394593	1.059887856	2.682226989	1.082519349	1.789671257	1.760033327	3.332459405	1.346657508	3.027070521	2.719864032	2.115644935	3.588974485	1.371425617	3.488577181	1.789296213	4.178000842	1.273659547	2.882129412	1.990931165	2.505215276	2.218036657	2.063986077	1.642630945	1.961335901	2.575031515	1.894000109	2.335083708	2.518676593	2.465776448	2.501381767	3.401750023	0.262285792	2.936764846	3.015856058	2.127077671	0.990921039	2.152013972	2.557691605	3.008989807	2.847722566	2.799384096	1.808272804	2.86746295	3.88880066	3.818206197	1.669987811	1.918879563	2.499588919	1.752892966	2.950307045	3.073655479	3.378115912	2.105235776	-0.26809586	1.824539584	2.52429006	2.046444277	0.923313434	2.211965186	3.095985028	3.769205475	1.831018156	0.424856576	3.505468313	4.176369774	1.984854488	-0.609776933	1.537923492	1.92940771	3.563224919	0.871707753	2.248148059	2.406399363	2.016356445	4.957628515	2.790727109	2.427047796	3.140453972	4.263092529	0.080912804	3.030443024	2.856738171	1.147611869	1.831293814	2.78252485	2.173780361	1.628672252	0.354923407	-0.752643979	2.025128889	1.729551453	1.002502867	1.940814409	1.761753464	1.49253666	2.368191758	0.324880197	2.113747005	3.209040523	1.515300996	1.453934762	2.988942302	1.933682717	0.795637619	2.476491843	3.127274565	3.206404394	2.383158531	3.567197872	1.835605502	1.982285811	1.553427102	1.467177641	0.854638706	1.696688798	3.800673641	2.053057694	3.000114604	1.751328902	2.343434615	0.679237679	3.657400637	0.621836498	0.894131695	4.113018506	0.565254263	1.679931545	0.99901125	2.537456567	1.11386711	0.535788613	2.798097426	1.922218119	2.608138487	2.259937063	2.196423561	2.736162655	0.658928921	4.15389788	2.984042002	2.824382225	0.140589535	2.057871077	1.967777958	1.139889464	3.207985605	2.308890272	3.258702654	2.468790868	1.820394254	2.821669087	1.544870115	3.049134235	3.11281981	0.483609086	3.157907095	2.031442042	3.570453375	2.387855367	3.712306342	2.480559746	3.560589217	1.333537054	1.57247002	2.206117206	1.602399233	3.73842803	0.937366991	2.158020062	1.362882502	2.503181371	1.276954628	2.310296954	2.382933243	4.324747779	1.136895935	2.287861863	3.633419244	1.849033408	2.948563845	2.467957868	4.587248445	1.9496176	1.620209183	4.144436782	1.347948298	1.964651591	1.477527704	0.698370147	2.460336906	2.947033333	2.267137144	1.152597634	2.429602471	2.292972305	3.281155154	3.71929536	2.989402031	2.335680261	2.357074211	2.747701521	2.30640813	0.60485422	2.154168755	1.86092837	1.97519894	1.539631691	3.160157504	1.119965686	2.073639307	1.065011473	1.53654884	2.692405114	3.107635089	2.410297757	0.892534217	1.572842667	1.836418275	1.469267094	2.356748437	2.915280105	1.450430517	0.909586145	3.36768162	2.061909571	1.952924724	3.233166022	1.458477209	1.973442586	0.780452884	1.499307172	1.86045099	2.338427033	3.242875085	-0.268703101	3.421767097	1.892135121	2.958085779	1.626136688	1.261255737	2.172300876	1.133751548	0.849629692	2.275455878	1.297727153	5.866771195	3.321184779	2.827143201	2.930746179	4.092937712	2.816163606	0.660938152	1.352331303	1.065830638	1.403294433	2.851407812	2.404399309	0.755591494	1.230344831	3.123388268	1.33529919	1.426276618	1.61132998	2.374645329	2.501932703	1.790590609	3.727204317	4.113172595	2.891232427	2.64067177	3.403861649	0.679473577	2.541316318	1.851817301	1.991568763	2.518376961	2.063414259	3.070715059	2.99594328	1.809997663	1.583107743	3.052312652	2.966753659	2.053172723	0.39468472	2.208296476	2.729399384	1.175890831	3.662655181	1.602609025	1.470232467	2.2282427	3.555834148	2.710815952	2.763030852	2.062900148	0.043900385	1.276412786	0.644683439	2.605041624	1.489592066	2.370407579	2.724280891	1.870294955	2.983977403	1.926578423	1.334440045	2.64606519	2.809466346	1.518433112	2.497951526	2.439635795	1.868960318	2.189484561	2.548309788	2.591540622	2.919430296	3.634465607	0.944530449	4.264351855	2.031597975	2.076888724	1.547228692	2.459659649	0.779240669	1.146417516	3.854730462	2.345208502	1.082521749	0.156899925	1.031421139	1.328777171	3.402974055	1.28852204	1.223786273	2.800987615	0.55167518	-0.270550104	3.471051428	2.34028288	1.979605099	2.287829158	2.922080584	3.630644594	2.161932297	3.64916384	2.475850524	2.998394452	2.507260314	3.228585675	2.12881099	0.9981495	2.174252252	5.286202843	0.286828337	3.775588523	3.77448583	1.515181338	1.673369531	0.590899813	3.424371405	2.616602524	2.386174015	-0.251694125	1.504515245	0.983996088	3.87982923	1.938548621	0.944957305	1.401166879	2.867612971	3.007991418	0.990819288	1.294866472	0.616747742	1.965487137	2.322018959	3.020443414	2.846551412	1.474291833	1.884399516	1.824799031	2.299098291	2.210459487	3.416053623	2.663054081	3.619243018	0.230815847	2.588187594	1.785625406	2.207182055	1.65736023	1.289978541	3.302430286	0.784728534	-0.074294294	2.410156891	1.358231966	1.178713488	2.986817681	1.436012855	4.619833796	2.330395148	1.996278922	2.759149547	1.27666723	3.787903259	1.579174533	1.51723124	3.044194	2.314029442	0.40897977	3.004825291	2.50174502	1.817126238	1.40727798	2.807512496	0.410427755	3.541916705	3.03234493	1.945517848	3.286710208	2.975517083	1.601614748	3.675191799	3.066268369	1.528492247	2.329030083	2.206789863	2.70519702	2.769807625	2.583737921	3.042080936	1.442556477	4.40681883	1.394153573	2.50525809	2.553223202	1.858493205	2.714599655	1.824698921	2.406189732	2.825263709	1.763712231	0.455601223	1.492027878	1.239228521	1.216834584	2.805672107	2.825085376	2.985824717	1.035386342	2.560467114	1.139303121	2.908382327	3.364593287	0.458279686	2.751598152	1.554053554	1.673745847	2.213428832	1.566487136	1.423812814	2.71693731	1.3546555	3.029525055	2.112184347	2.326474706	2.27665741	3.282805199	0.974874242	3.880050182	0.726206233	3.82949684	1.354196342	2.297247953	0.195147583	2.205382587	0.387162496	0.794569794	1.116052499	1.512588258	2.432248996	0.911428646	1.64287766	2.822142296
